Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMFA07010226	LM:LMFA07010244															
LM:LMFA07010535																
LM:LMFA07010532																
LM:LMFA07010203	LM:LMFA07010208															
LM:LMFA07010810																
LM:LMFA07010195																
LM:LMFA07010185																
LM:LMFA07010182																
LM:LMFA07010945																
LM:LMFA07010433																
LM:LMFA07010676																
LM:LMFA07010434																
LM:LMFA07010729																
LM:LMFA07010571																
LM:LMFA07010747																
LM:LMFA07010618	LM:LMFA07010627															
LM:LMFA07010545																
LM:LMFA07010987																
LM:LMFA07010587																
LM:LMFA07010435																
LM:LMFA07010760																
LM:LMFA07010816																
LM:LMFA07010594																
LM:LMFA07010436																
LM:LMFA07010969																
LM:LMFA07010756																
LM:LMFA07010932	LM:LMFA07010944															
LM:LMFA07010848																
LM:LMFA07010590																
LM:LMFA07010478	LM:LMFA07010479															
LM:LMFA07010480																
LM:LMFA07011001																
LM:LMFA07010376																
LM:LMFA07010119																
LM:LMFA07010893																
LM:LMFA07010656																
LM:LMFA07011032																
LM:LMFA07010142																
LM:LMFA07010108																
LM:LMFA07010401																
LM:LMFA07010160																
LM:LMFA07010143																
LM:LMFA07010146																
LM:LMFA07010394																
LM:LMFA07010269																
LM:LMFA07010477																
LM:LMFA07010868																
LM:LMFA07010599																
LM:LMFA07010930																
LM:LMFA07010845																
LM:LMFA07010353	LM:LMFA07010360															
LM:LMFA07010301																
LM:LMFA07010380																
LM:LMFA07010361																
LM:LMFA07010333	LM:LMFA07010339															
LM:LMFA07010291	LM:LMFA07010315															
LM:LMFA07010550	LM:LMFA07010551															
LM:LMFA07010215																
LM:LMFA07010202	LM:LMFA07010207															
LM:LMFA07010631																
LM:LMFA07010604																
LM:LMFA07010603																
LM:LMFA07010605																
LM:LMFA07010188																
LM:LMFA07010964																
LM:LMFA07010879																
LM:LMFA07010961																
LM:LMFA07010984																
LM:LMFA07010917																
LM:LMFA07010746																
LM:LMFA07010619																
LM:LMFA07010546																
LM:LMFA07011004																
LM:LMFA07010794																
LM:LMFA07010991																
LM:LMFA07010065																
LM:LMFA07010070																
LM:LMFA07010753																
LM:LMFA07010943																
LM:LMFA07010236	LM:LMFA07010249															
LM:LMFA07010300																
LM:LMFA07010665																
LM:LMFA07010668																
LM:LMFA07010491																
LM:LMFA07010501																
LM:LMFA07010670																
LM:LMFA07010659																
LM:LMFA07011089																
LM:LMFA07011088																
LM:LMFA07011087																
LM:LMFA07011057																
LM:LMFA07011086																
LM:LMFA07011056																
LM:LMFA07010502	LM:LMFA07010633															
LM:LMFA07010120																
LM:LMFA07010123																
LM:LMFA07010097																
LM:LMFA07010387																
LM:LMFA07010144																
LM:LMFA07010121																
LM:LMFA07010124																
LM:LMFA07010098																
LM:LMFA07010113																
LM:LMFA07010347	LM:LMFA07010368															
LM:LMFA07010338																
LM:LMFA07010290	LM:LMFA07010314															
LM:LMFA07010266																
LM:LMFA07010534																
LM:LMFA07010225	LM:LMFA07010243															
LM:LMFA07010530																
LM:LMFA07010531																
LM:LMFA07010206																
LM:LMFA07010630																
LM:LMFA07010199																
LM:LMFA07010446																
LM:LMFA07010653																
LM:LMFA07010447																
LM:LMFA07010681																
LM:LMFA07010596																
LM:LMFA07010748																
LM:LMFA07010620	LM:LMFA07010628															
LM:LMFA07010547																
LM:LMFA07010682																
LM:LMFA07010992																
LM:LMFA07010448																
LM:LMFA07010602																
LM:LMFA07010891																
LM:LMFA07010486																
LM:LMFA07011085																
LM:LMFA07011055																
LM:LMFA07010986																
LM:LMFA07010939																
LM:LMFA07010851																
LM:LMFA07010791																
LM:LMFA07010499																
LM:LMFA07010346																
LM:LMFA07010289	LM:LMFA07010313															
LM:LMFA07010224																
LM:LMFA07010201																
LM:LMFA07010946																
LM:LMFA07010963																
LM:LMFA07010923																
LM:LMFA07010878																
LM:LMFA07010597																
LM:LMFA07010778																
LM:LMFA07010621																
LM:LMFA07010548																
LM:LMFA07010761																
LM:LMFA07010910																
LM:LMFA07010488																
LM:LMFA07011084																
LM:LMFA07011054																
LM:LMFA07010295	LM:LMFA07010299	LM:LMFA07010318														
LM:LMFA07010395																
LM:LMFA07010490																
LM:LMFA07010666																
LM:LMFA07010495	LM:LMFA07010496															
LM:LMFA07010497																
LM:LMFA07010965																
LM:LMFA07010671																
LM:LMFA07010657																
LM:LMFA07011097																
LM:LMFA07011096																
LM:LMFA07011095																
LM:LMFA07011065																
LM:LMFA07011094																
LM:LMFA07011064																
LM:LMFA07011093																
LM:LMFA07011063																
LM:LMFA07011092																
LM:LMFA07011062																
LM:LMFA07010900																
LM:LMFA07010880																
LM:LMFA07011018																
LM:LMFA07011033																
LM:LMFA07010975																
LM:LMFA07010145																
LM:LMFA07010149																
LM:LMFA07010110																
LM:LMFA07010128																
LM:LMFA07010400																
LM:LMFA07010645																
LM:LMFA07010562	LM:LMFA07010632															
LM:LMFA07010161																
LM:LMFA07010147																
LM:LMFA07010150																
LM:LMFA07010112																
LM:LMFA07010127																
LM:LMFA07010153																
LM:LMFA07010389	LM:LMFA07010397															
LM:LMFA07010367	LM:LMFA07010378															
LM:LMFA07010288	LM:LMFA07010312															
LM:LMFA07010265	LM:LMFA07010274															
LM:LMFA07010533																
LM:LMFA07010223	LM:LMFA07010242															
LM:LMFA07010219																
LM:LMFA07010454																
LM:LMFA07010455																
LM:LMFA07010612	LM:LMFA07010624															
LM:LMFA07010539																
LM:LMFA07010758																
LM:LMFA07010607																
LM:LMFA07010990																
LM:LMFA07010456																
LM:LMFA07010457																
LM:LMFA07010826																
LM:LMFA07010175																
LM:LMFA07011083																
LM:LMFA07011091																
LM:LMFA07011053																
LM:LMFA07011061																
LM:LMFA07010931																
LM:LMFA07010847																
LM:LMFA07010357																
LM:LMFA07010345																
LM:LMFA07010264																
LM:LMFA07010886																
LM:LMFA07011030																
LM:LMFA07011052																
LM:LMFA07011060																
LM:LMFA07010686																
LM:LMFA07010685																
LM:LMFA07010404																
LM:LMFA07010644																
LM:LMFA07010560																
LM:LMFA07010561																
LM:LMFA07010344	LM:LMFA07010366															
LM:LMFA07010287	LM:LMFA07010311															
LM:LMFA07010281																
LM:LMFA07010463																
LM:LMFA07010674																
LM:LMFA07010464																
LM:LMFA07011017																
LM:LMFA07010613																
LM:LMFA07010540																
LM:LMFA07010465																
LM:LMFA07010759																
LM:LMFA07010793																
LM:LMFA07010466																
LM:LMFA07010094																
LM:LMFA07010096																
LM:LMFA07010089																
LM:LMFA07010092																
LM:LMFA07010101																
LM:LMFA07010822																
LM:LMFA07011082																
LM:LMFA07011090																
LM:LMFA07011051																
LM:LMFA07011059																
LM:LMFA07010365																
LM:LMFA07010467																
LM:LMFA07010677																
LM:LMFA07010687																
LM:LMFA07010468																
LM:LMFA07010582																
LM:LMFA07010469																
LM:LMFA07010106																
LM:LMFA07010109																
LM:LMFA07010091																
LM:LMFA07010102																
LM:LMFA07010116																
LM:LMFA07010032																
LM:LMFA07010074																
LM:LMFA07010075																
LM:LMFA07010084																
LM:LMFA07011050																
LM:LMFA07011058																
LM:LMFA07011007																
LM:LMFA07010688																
LM:LMFA07010683																
LM:LMFA07010064																
LM:LMFA07010069																
LM:LMFA07010720																
LM:LMFA07010470																
LM:LMFA07010675																
LM:LMFA07010015																
LM:LMFA07010658																
LM:LMFA07011073																
LM:LMFA07011072																
LM:LMFA07011071																
LM:LMFA07011041																
LM:LMFA07011070																
LM:LMFA07011040																
LM:LMFA07011069																
LM:LMFA07011039																
LM:LMFA07011068																
LM:LMFA07011038																
LM:LMFA07011067																
